id,category,relative_path,source_path,extension,size_bytes,size_human,converted_exists,chunked_exists,status,indexed_at
299,UVA,UVA/ISSS4063/Generation of Swine -Tales of Shame and Degradation Text/Generation_of_Swine_Part1_of_3.txt,D:\Books\UVA\ISSS4063\Generation of Swine -Tales of Shame and Degradation Text\Generation_of_Swine_Part1_of_3.txt,.txt,217447,212.4 KB,False,False,pending,2026-03-20T15:19:38
300,UVA,UVA/ISSS4063/Generation of Swine -Tales of Shame and Degradation Text/Generation_of_Swine_Part2_of_3.txt,D:\Books\UVA\ISSS4063\Generation of Swine -Tales of Shame and Degradation Text\Generation_of_Swine_Part2_of_3.txt,.txt,217335,212.2 KB,False,False,pending,2026-03-20T15:19:38
301,UVA,UVA/ISSS4063/Generation of Swine -Tales of Shame and Degradation Text/Generation_of_Swine_Part3_of_3.txt,D:\Books\UVA\ISSS4063\Generation of Swine -Tales of Shame and Degradation Text\Generation_of_Swine_Part3_of_3.txt,.txt,217302,212.2 KB,False,False,pending,2026-03-20T15:19:38
302,UVA,UVA/ISSS4063/Generation of Swine -Tales of Shame and Degradation Text/Generation_of_Swine_Split_Summary.txt,D:\Books\UVA\ISSS4063\Generation of Swine -Tales of Shame and Degradation Text\Generation_of_Swine_Split_Summary.txt,.txt,1494,1.5 KB,False,False,pending,2026-03-20T15:19:38
257,UVA,UVA/ISSS4063/Generation of Swine -Tales of Shame and Degradation.epub,D:\Books\UVA\ISSS4063\Generation of Swine -Tales of Shame and Degradation.epub,.epub,4248798,4.1 MB,False,False,pending,2026-03-20T15:19:38
258,UVA,UVA/ISSS4063/Hell's Angels - A Strange and Terrible Saga.epub,D:\Books\UVA\ISSS4063\Hell's Angels - A Strange and Terrible Saga.epub,.epub,364124,355.6 KB,False,False,pending,2026-03-20T15:19:38
303,UVA,UVA/ISSS4063/Hell's Angels Text/Hell's Angels - A Strange and Terrible Saga_Part1_of_3.txt,D:\Books\UVA\ISSS4063\Hell's Angels Text\Hell's Angels - A Strange and Terrible Saga_Part1_of_3.txt,.txt,212501,207.5 KB,False,False,pending,2026-03-20T15:19:38
304,UVA,UVA/ISSS4063/Hell's Angels Text/Hell's Angels - A Strange and Terrible Saga_Part2_of_3.txt,D:\Books\UVA\ISSS4063\Hell's Angels Text\Hell's Angels - A Strange and Terrible Saga_Part2_of_3.txt,.txt,212464,207.5 KB,False,False,pending,2026-03-20T15:19:38
305,UVA,UVA/ISSS4063/Hell's Angels Text/Hell's Angels - A Strange and Terrible Saga_Part3_of_3.txt,D:\Books\UVA\ISSS4063\Hell's Angels Text\Hell's Angels - A Strange and Terrible Saga_Part3_of_3.txt,.txt,175705,171.6 KB,False,False,pending,2026-03-20T15:19:38
306,UVA,UVA/ISSS4063/Hey Rube Text/Hey Rube_Full_Text.txt,D:\Books\UVA\ISSS4063\Hey Rube Text\Hey Rube_Full_Text.txt,.txt,459439,448.7 KB,False,False,pending,2026-03-20T15:19:38
307,UVA,UVA/ISSS4063/Hey Rube Text/Hey Rube_Part1_of_3.txt,D:\Books\UVA\ISSS4063\Hey Rube Text\Hey Rube_Part1_of_3.txt,.txt,153147,149.6 KB,False,False,pending,2026-03-20T15:19:38
308,UVA,UVA/ISSS4063/Hey Rube Text/Hey Rube_Part2_of_3.txt,D:\Books\UVA\ISSS4063\Hey Rube Text\Hey Rube_Part2_of_3.txt,.txt,153147,149.6 KB,False,False,pending,2026-03-20T15:19:38
309,UVA,UVA/ISSS4063/Hey Rube Text/Hey Rube_Part3_of_3.txt,D:\Books\UVA\ISSS4063\Hey Rube Text\Hey Rube_Part3_of_3.txt,.txt,153149,149.6 KB,False,False,pending,2026-03-20T15:19:38
310,UVA,UVA/ISSS4063/Hey Rube Text/Hey Rube_Split_Summary.txt,D:\Books\UVA\ISSS4063\Hey Rube Text\Hey Rube_Split_Summary.txt,.txt,1223,1.2 KB,False,False,pending,2026-03-20T15:19:38
259,UVA,UVA/ISSS4063/Hey Rube.epub,D:\Books\UVA\ISSS4063\Hey Rube.epub,.epub,811300,792.3 KB,False,False,pending,2026-03-20T15:19:38
311,UVA,UVA/ISSS4063/Kingdom of Fear Text/Kingdom of Fear_Full_Text.txt,D:\Books\UVA\ISSS4063\Kingdom of Fear Text\Kingdom of Fear_Full_Text.txt,.txt,614212,599.8 KB,False,False,pending,2026-03-20T15:19:38
312,UVA,UVA/ISSS4063/Kingdom of Fear Text/Kingdom of Fear_Part1_of_3.txt,D:\Books\UVA\ISSS4063\Kingdom of Fear Text\Kingdom of Fear_Part1_of_3.txt,.txt,204921,200.1 KB,False,False,pending,2026-03-20T15:19:38
313,UVA,UVA/ISSS4063/Kingdom of Fear Text/Kingdom of Fear_Part2_of_3.txt,D:\Books\UVA\ISSS4063\Kingdom of Fear Text\Kingdom of Fear_Part2_of_3.txt,.txt,204340,199.6 KB,False,False,pending,2026-03-20T15:19:38
314,UVA,UVA/ISSS4063/Kingdom of Fear Text/Kingdom of Fear_Part3_of_3.txt,D:\Books\UVA\ISSS4063\Kingdom of Fear Text\Kingdom of Fear_Part3_of_3.txt,.txt,204955,200.2 KB,False,False,pending,2026-03-20T15:19:38
315,UVA,UVA/ISSS4063/Kingdom of Fear Text/Kingdom of Fear_Split_Summary.txt,D:\Books\UVA\ISSS4063\Kingdom of Fear Text\Kingdom of Fear_Split_Summary.txt,.txt,1293,1.3 KB,False,False,pending,2026-03-20T15:19:38
260,UVA,UVA/ISSS4063/Kingdom of Fear.epub,D:\Books\UVA\ISSS4063\Kingdom of Fear.epub,.epub,2977332,2.8 MB,False,False,pending,2026-03-20T15:19:38
316,UVA,UVA/ISSS4063/Lectures/1. The Mouseketeers Club_-English.txt,D:\Books\UVA\ISSS4063\Lectures\1. The Mouseketeers Club_-English.txt,.txt,24127,23.6 KB,False,False,pending,2026-03-20T15:19:38
317,UVA,UVA/ISSS4063/Lectures/HST S26 WI LII (of 3) _Never Trust The Man_-English.txt,D:\Books\UVA\ISSS4063\Lectures\HST S26 WI LII (of 3) _Never Trust The Man_-English.txt,.txt,27410,26.8 KB,False,False,pending,2026-03-20T15:19:38
318,UVA,UVA/ISSS4063/Lectures/HST SP 26 WI LIII (of 3) _The Medium is The Message_-English.txt,D:\Books\UVA\ISSS4063\Lectures\HST SP 26 WI LIII (of 3) _The Medium is The Message_-English.txt,.txt,25572,25.0 KB,False,False,pending,2026-03-20T15:19:38
319,UVA,UVA/ISSS4063/Lectures/Lecture01_Mouseketeers_Club_Analysis.md,D:\Books\UVA\ISSS4063\Lectures\Lecture01_Mouseketeers_Club_Analysis.md,.md,8174,8.0 KB,False,False,pending,2026-03-20T15:19:38
320,UVA,UVA/ISSS4063/Lectures/Lecture_Analysis_Tracker.md,D:\Books\UVA\ISSS4063\Lectures\Lecture_Analysis_Tracker.md,.md,2170,2.1 KB,False,False,pending,2026-03-20T15:19:38
261,UVA,UVA/ISSS4063/PROCESSING_SUMMARY.md,D:\Books\UVA\ISSS4063\PROCESSING_SUMMARY.md,.md,9380,9.2 KB,False,False,pending,2026-03-20T15:19:38
321,UVA,"UVA/ISSS4063/Paper/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch.epub","D:\Books\UVA\ISSS4063\Paper\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch.epub",.epub,979712,956.8 KB,False,False,pending,2026-03-20T15:19:38
322,UVA,"UVA/ISSS4063/Paper/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive.epub","D:\Books\UVA\ISSS4063\Paper\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive.epub",.epub,15251873,14.5 MB,False,False,pending,2026-03-20T15:19:38
323,UVA,"UVA/ISSS4063/Paper/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive.epub","D:\Books\UVA\ISSS4063\Paper\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive.epub",.epub,426317,416.3 KB,False,False,pending,2026-03-20T15:19:38
329,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part1_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part1_of_3.txt",.txt,237445,231.9 KB,False,False,pending,2026-03-20T15:19:38
330,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part2_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part2_of_3.txt",.txt,216693,211.6 KB,False,False,pending,2026-03-20T15:19:38
331,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part3_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part3_of_3.txt",.txt,146279,142.9 KB,False,False,pending,2026-03-20T15:19:38
332,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part1_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part1_of_3.txt",.txt,186399,182.0 KB,False,False,pending,2026-03-20T15:19:38
333,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part2_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part2_of_3.txt",.txt,207478,202.6 KB,False,False,pending,2026-03-20T15:19:38
334,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part3_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part3_of_3.txt",.txt,130613,127.6 KB,False,False,pending,2026-03-20T15:19:38
335,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part1_of_2.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part1_of_2.txt",.txt,188868,184.4 KB,False,False,pending,2026-03-20T15:19:38
336,UVA,"UVA/ISSS4063/Paper/txt_parts_3/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part2_of_2.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part2_of_2.txt",.txt,182164,177.9 KB,False,False,pending,2026-03-20T15:19:38
337,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part1_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part1_of_3.txt",.txt,237445,231.9 KB,False,False,pending,2026-03-20T15:19:38
338,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part2_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part2_of_3.txt",.txt,216693,211.6 KB,False,False,pending,2026-03-20T15:19:38
339,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part3_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Blood, Sweat, and Pixels [eBook - NC Digital Library] _ The -- Jason Schreier -- Place of publication not identified, 2017 -- HarperCollins Publishers -- 9780062651242 -- 1537e944f34c4f031899a4a71f00cc37 -- Anna’s Arch_Part3_of_3.txt",.txt,146279,142.9 KB,False,False,pending,2026-03-20T15:19:38
340,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part1_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part1_of_3.txt",.txt,186399,182.0 KB,False,False,pending,2026-03-20T15:19:38
341,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part2_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part2_of_3.txt",.txt,207478,202.6 KB,False,False,pending,2026-03-20T15:19:38
342,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part3_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Newsgames_ Journalism at Play (The MIT Press) -- Bogost, Ian;Ferrari, Simone;Schweitzer, Bobby -- MIT Press, Cambridge, Mass, 2010 -- The MIT Press -- 9780262014878 -- e462818d98633eddc7ac7a850b8a4bc9 -- Anna’s Archive_Part3_of_3.txt",.txt,130613,127.6 KB,False,False,pending,2026-03-20T15:19:38
343,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part1_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part1_of_3.txt",.txt,30488,29.8 KB,False,False,pending,2026-03-20T15:19:38
344,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part2_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part2_of_3.txt",.txt,158757,155.0 KB,False,False,pending,2026-03-20T15:19:38
345,UVA,"UVA/ISSS4063/Paper/txt_parts_3_strict/Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part3_of_3.txt","D:\Books\UVA\ISSS4063\Paper\txt_parts_3_strict\Up Up Down Down Left WRITE · The Freelance Guide to Video -- Meunier, Nathan -- United States, 2013 -- Kung Fu Grip Press -- 9780989533508 -- 4f010b8fe00834aca80bd061f0cb0678 -- Anna’s Archive_Part3_of_3.txt",.txt,182164,177.9 KB,False,False,pending,2026-03-20T15:19:38
262,UVA,UVA/ISSS4063/The Movement Made Us.epub,D:\Books\UVA\ISSS4063\The Movement Made Us.epub,.epub,5430033,5.2 MB,False,False,pending,2026-03-20T15:19:38
324,UVA,UVA/ISSS4063/The Rum Diary Text/The Rum Diary_Full_Text.txt,D:\Books\UVA\ISSS4063\The Rum Diary Text\The Rum Diary_Full_Text.txt,.txt,370664,362.0 KB,False,False,pending,2026-03-20T15:19:38
325,UVA,UVA/ISSS4063/The Rum Diary Text/The Rum Diary_Part1_of_3.txt,D:\Books\UVA\ISSS4063\The Rum Diary Text\The Rum Diary_Part1_of_3.txt,.txt,123540,120.6 KB,False,False,pending,2026-03-20T15:19:38
326,UVA,UVA/ISSS4063/The Rum Diary Text/The Rum Diary_Part2_of_3.txt,D:\Books\UVA\ISSS4063\The Rum Diary Text\The Rum Diary_Part2_of_3.txt,.txt,124020,121.1 KB,False,False,pending,2026-03-20T15:19:38
327,UVA,UVA/ISSS4063/The Rum Diary Text/The Rum Diary_Part3_of_3.txt,D:\Books\UVA\ISSS4063\The Rum Diary Text\The Rum Diary_Part3_of_3.txt,.txt,123108,120.2 KB,False,False,pending,2026-03-20T15:19:38
328,UVA,UVA/ISSS4063/The Rum Diary Text/The Rum Diary_Split_Summary.txt,D:\Books\UVA\ISSS4063\The Rum Diary Text\The Rum Diary_Split_Summary.txt,.txt,1273,1.2 KB,False,False,pending,2026-03-20T15:19:38
263,UVA,UVA/ISSS4063/The Rum Diary.epub,D:\Books\UVA\ISSS4063\The Rum Diary.epub,.epub,210695,205.8 KB,False,False,pending,2026-03-20T15:19:38
264,UVA,"UVA/IT3100/AWS for System Administrators, Second Edition.pdf","D:\Books\UVA\IT3100\AWS for System Administrators, Second Edition.pdf",.pdf,33945665,32.4 MB,False,False,pending,2026-03-20T15:19:38
265,UVA,"UVA/IT3100/AWS for System Administrators, Second Edition.txt","D:\Books\UVA\IT3100\AWS for System Administrators, Second Edition.txt",.txt,609730,595.4 KB,False,False,pending,2026-03-20T15:19:38
266,UVA,UVA/IT3100/System Design on AWS.pdf,D:\Books\UVA\IT3100\System Design on AWS.pdf,.pdf,15288720,14.6 MB,False,False,pending,2026-03-20T15:19:38
267,UVA,UVA/IT3100/System Design on AWS.txt,D:\Books\UVA\IT3100\System Design on AWS.txt,.txt,1292672,1.2 MB,False,False,pending,2026-03-20T15:19:38
268,UVA,UVA/IT4400/Chapter1-The PHP Programming with MySQL Extract[23-94].pdf,D:\Books\UVA\IT4400\Chapter1-The PHP Programming with MySQL Extract[23-94].pdf,.pdf,1573327,1.5 MB,False,False,pending,2026-03-20T15:19:38
269,UVA,UVA/IT4400/Chapter10-The PHP Programming with MySQL Extract[577-640].pdf,D:\Books\UVA\IT4400\Chapter10-The PHP Programming with MySQL Extract[577-640].pdf,.pdf,1070781,1.0 MB,False,False,pending,2026-03-20T15:19:38
270,UVA,UVA/IT4400/Chapter2-The PHP Programming with MySQL Extract[95-144].pdf,D:\Books\UVA\IT4400\Chapter2-The PHP Programming with MySQL Extract[95-144].pdf,.pdf,565989,552.7 KB,False,False,pending,2026-03-20T15:19:38
271,UVA,UVA/IT4400/Chapter3-The PHP Programming with MySQL Extract[145-208].pdf,D:\Books\UVA\IT4400\Chapter3-The PHP Programming with MySQL Extract[145-208].pdf,.pdf,808266,789.3 KB,False,False,pending,2026-03-20T15:19:38
272,UVA,UVA/IT4400/Chapter4-The PHP Programming with MySQL Extract[209-253].pdf,D:\Books\UVA\IT4400\Chapter4-The PHP Programming with MySQL Extract[209-253].pdf,.pdf,604515,590.3 KB,False,False,pending,2026-03-20T15:19:38
273,UVA,UVA/IT4400/Chapter5-The PHP Programming with MySQL Extract[254-318].pdf,D:\Books\UVA\IT4400\Chapter5-The PHP Programming with MySQL Extract[254-318].pdf,.pdf,836173,816.6 KB,False,False,pending,2026-03-20T15:19:38
274,UVA,UVA/IT4400/Chapter6-The PHP Programming with MySQL Extract[319-400].pdf,D:\Books\UVA\IT4400\Chapter6-The PHP Programming with MySQL Extract[319-400].pdf,.pdf,1237036,1.2 MB,False,False,pending,2026-03-20T15:19:38
275,UVA,UVA/IT4400/Chapter7-The PHP Programming with MySQL Extract[401-466].pdf,D:\Books\UVA\IT4400\Chapter7-The PHP Programming with MySQL Extract[401-466].pdf,.pdf,1232303,1.2 MB,False,False,pending,2026-03-20T15:19:38
276,UVA,UVA/IT4400/Chapter8-The PHP Programming with MySQL Extract[467-515].pdf,D:\Books\UVA\IT4400\Chapter8-The PHP Programming with MySQL Extract[467-515].pdf,.pdf,724570,707.6 KB,False,False,pending,2026-03-20T15:19:38
277,UVA,UVA/IT4400/Chapter9-The PHP Programming with MySQL Extract[517-577].pdf,D:\Books\UVA\IT4400\Chapter9-The PHP Programming with MySQL Extract[517-577].pdf,.pdf,868143,847.8 KB,False,False,pending,2026-03-20T15:19:38
278,UVA,UVA/IT4400/Final Project Specification_KurdyukovAleksey.docx,D:\Books\UVA\IT4400\Final Project Specification_KurdyukovAleksey.docx,.docx,20672,20.2 KB,False,False,pending,2026-03-20T15:19:38
279,UVA,UVA/IT4400/Final Project Specification_KurdyukovAleksey.pdf,D:\Books\UVA\IT4400\Final Project Specification_KurdyukovAleksey.pdf,.pdf,170642,166.6 KB,False,False,pending,2026-03-20T15:19:38
280,UVA,UVA/IT4400/PHP Hello World.pdf,D:\Books\UVA\IT4400\PHP Hello World.pdf,.pdf,94980,92.8 KB,False,False,pending,2026-03-20T15:19:38
281,UVA,UVA/IT4400/The PHP Programming with MySQL.pdf,D:\Books\UVA\IT4400\The PHP Programming with MySQL.pdf,.pdf,11657360,11.1 MB,False,False,pending,2026-03-20T15:19:38
282,UVA,UVA/IT4400/What is PHP_.pdf,D:\Books\UVA\IT4400\What is PHP_.pdf,.pdf,66659,65.1 KB,False,False,pending,2026-03-20T15:19:38
411,Writing,Writing/AI_Content/Tier_00-20_Extracted/00-20_Better_Writing/README.md,D:\Books\Writing\AI_Content\Tier_00-20_Extracted\00-20_Better_Writing\README.md,.md,2384,2.3 KB,False,False,pending,2026-03-20T15:19:38
383,Writing,Writing/AI_Content/Tier_00-20_Extracted/00-20_Better_Writing/chunk_001.md,D:\Books\Writing\AI_Content\Tier_00-20_Extracted\00-20_Better_Writing\chunk_001.md,.md,11672,11.4 KB,False,False,pending,2026-03-20T15:19:38
384,Writing,Writing/AI_Content/Tier_00-20_Extracted/00-20_Better_Writing/chunk_002.md,D:\Books\Writing\AI_Content\Tier_00-20_Extracted\00-20_Better_Writing\chunk_002.md,.md,23949,23.4 KB,False,False,pending,2026-03-20T15:19:38
385,Writing,Writing/AI_Content/Tier_00-20_Extracted/00-20_Better_Writing/chunk_003.md,D:\Books\Writing\AI_Content\Tier_00-20_Extracted\00-20_Better_Writing\chunk_003.md,.md,12656,12.4 KB,False,False,pending,2026-03-20T15:19:38
386,Writing,Writing/AI_Content/Tier_00-20_Extracted/00-20_Better_Writing/chunk_004.md,D:\Books\Writing\AI_Content\Tier_00-20_Extracted\00-20_Better_Writing\chunk_004.md,.md,15125,14.8 KB,False,False,pending,2026-03-20T15:19:38
